instance_name,num_jobs,num_machines,makespan,optimality_gap,optimum,upper_bound,lower_bound
abz5,10,10,1390,1.1264181523500811,1234.0,1234,1234
abz6,10,10,982,1.0413573700954402,943.0,943,943
abz7,20,15,863,1.3155487804878048,656.0,656,656
abz8,20,15,812,1.2396946564885496,,665,645
abz9,20,15,820,1.2094395280235988,678.0,678,678
ft06,6,6,60,1.0909090909090908,55.0,55,55
ft10,10,10,1063,1.143010752688172,930.0,930,930
ft20,20,5,1326,1.1381974248927038,1165.0,1165,1165
la01,10,5,680,1.021021021021021,666.0,666,666
la02,10,5,760,1.1603053435114503,655.0,655,655
la03,10,5,734,1.2294807370184255,597.0,597,597
la04,10,5,707,1.1983050847457628,590.0,590,590
la05,10,5,593,1.0,593.0,593,593
la06,15,5,926,1.0,926.0,926,926
la07,15,5,1001,1.1247191011235955,890.0,890,890
la08,15,5,943,1.0926998841251447,863.0,863,863
la09,15,5,951,1.0,951.0,951,951
la10,15,5,958,1.0,958.0,958,958
la11,20,5,1222,1.0,1222.0,1222,1222
la12,20,5,1039,1.0,1039.0,1039,1039
la13,20,5,1150,1.0,1150.0,1150,1150
la14,20,5,1292,1.0,1292.0,1292,1292
la15,20,5,1383,1.1458160729080364,1207.0,1207,1207
la16,10,10,1105,1.1693121693121693,945.0,945,945
la17,10,10,886,1.1301020408163265,784.0,784,784
la18,10,10,1008,1.1886792452830188,848.0,848,848
la19,10,10,969,1.1508313539192399,842.0,842,842
la20,10,10,1008,1.1175166297117516,902.0,902,902
la21,15,10,1219,1.1653919694072659,1046.0,1046,1046
la22,15,10,972,1.0485436893203883,927.0,927,927
la23,15,10,1127,1.0920542635658914,1032.0,1032,1032
la24,15,10,1073,1.1475935828877006,935.0,935,935
la25,15,10,1104,1.1299897645854657,977.0,977,977
la26,20,10,1388,1.1395730706075533,1218.0,1218,1218
la27,20,10,1381,1.1182186234817815,1235.0,1235,1235
la28,20,10,1445,1.1883223684210527,1216.0,1216,1216
la29,20,10,1398,1.2135416666666667,1152.0,1152,1152
la30,20,10,1457,1.0752767527675278,1355.0,1355,1355
la31,30,10,1845,1.0341928251121075,1784.0,1784,1784
la32,30,10,1995,1.0783783783783785,1850.0,1850,1850
la33,30,10,1732,1.0075625363583478,1719.0,1719,1719
la34,30,10,1807,1.0499709471237653,1721.0,1721,1721
la35,30,10,2103,1.1138771186440677,1888.0,1888,1888
la36,15,15,1521,1.1995268138801263,1268.0,1268,1268
la37,15,15,1632,1.168217609162491,1397.0,1397,1397
la38,15,15,1455,1.2165551839464883,1196.0,1196,1196
la39,15,15,1431,1.1605839416058394,1233.0,1233,1233
la40,15,15,1353,1.107201309328969,1222.0,1222,1222
orb01,10,10,1286,1.214353163361662,1059.0,1059,1059
orb02,10,10,1088,1.2252252252252251,888.0,888,888
orb03,10,10,1195,1.1890547263681592,1005.0,1005,1005
orb04,10,10,1108,1.1024875621890546,1005.0,1005,1005
orb05,10,10,1096,1.2356257046223225,887.0,887,887
orb06,10,10,1186,1.1742574257425742,1010.0,1010,1010
orb07,10,10,460,1.1586901763224182,397.0,397,397
orb08,10,10,1101,1.224694104560623,899.0,899,899
orb09,10,10,1079,1.1552462526766596,934.0,934,934
orb10,10,10,1088,1.152542372881356,944.0,944,944
swv01,20,10,1553,1.103766879886283,1407.0,1407,1407
swv02,20,10,1734,1.175593220338983,1475.0,1475,1475
swv03,20,10,1668,1.1931330472103003,1398.0,1398,1398
swv04,20,10,1850,1.2636612021857923,1464.0,1464,1464
swv05,20,10,1642,1.1530898876404494,1424.0,1424,1424
swv06,20,15,2131,1.2911239018479248,,1671,1630
swv07,20,15,1824,1.1741229481815256,,1594,1513
swv08,20,15,2153,1.2579608530528776,,1752,1671
swv09,20,15,1919,1.1672749391727495,,1655,1633
swv10,20,15,2116,1.2425132119788609,,1743,1663
swv11,50,10,3204,1.0740864901106268,2983.0,2983,2983
swv12,50,10,3260,1.0959825180702638,,2977,2972
swv13,50,10,3414,1.0998711340206186,3104.0,3104,3104
swv14,50,10,3119,1.0508760107816713,2968.0,2968,2968
swv15,50,10,3311,1.1476603119584055,2885.0,2885,2885
swv16,50,10,3196,1.0930232558139534,2924.0,2924,2924
swv17,50,10,2888,1.0336435218324982,2794.0,2794,2794
swv18,50,10,2979,1.0445301542777,2852.0,2852,2852
swv19,50,10,2992,1.0524094266619768,2843.0,2843,2843
swv20,50,10,2934,1.0393198724760893,2823.0,2823,2823
yn1,20,20,994,1.1244343891402715,884.0,884,884
yn2,20,20,1058,1.1927846674182638,,904,870
yn3,20,20,1001,1.1433466590519703,,892,859
yn4,20,20,1227,1.293621507643648,,968,929
ta01,15,15,1438,1.1681559707554834,1231.0,1231,1231
ta02,15,15,1492,1.1993569131832797,1244.0,1244,1244
ta03,15,15,1510,1.2397372742200328,1218.0,1218,1218
ta04,15,15,1492,1.2697872340425531,1175.0,1175,1175
