instance_name,num_jobs,num_machines,makespan,optimality_gap,optimum,upper_bound,lower_bound
abz5,10,10,1405,1.1385737439222041,1234.0,1234,1234
abz6,10,10,1010,1.0710498409331919,943.0,943,943
abz7,20,15,744,1.1341463414634145,656.0,656,656
abz8,20,15,812,1.2396946564885496,,665,645
abz9,20,15,831,1.2256637168141593,678.0,678,678
ft06,6,6,59,1.0727272727272728,55.0,55,55
ft10,10,10,1139,1.2247311827956988,930.0,930,930
ft20,20,5,1407,1.207725321888412,1165.0,1165,1165
la01,10,5,666,1.0,666.0,666,666
la02,10,5,769,1.1740458015267174,655.0,655,655
la03,10,5,652,1.0921273031825796,597.0,597,597
la04,10,5,713,1.2084745762711864,590.0,590,590
la05,10,5,593,1.0,593.0,593,593
la06,15,5,928,1.0021598272138228,926.0,926,926
la07,15,5,971,1.0910112359550561,890.0,890,890
la08,15,5,911,1.0556199304750868,863.0,863,863
la09,15,5,951,1.0,951.0,951,951
la10,15,5,958,1.0,958.0,958,958
la11,20,5,1222,1.0,1222.0,1222,1222
la12,20,5,1040,1.0009624639076036,1039.0,1039,1039
la13,20,5,1150,1.0,1150.0,1150,1150
la14,20,5,1292,1.0,1292.0,1292,1292
la15,20,5,1324,1.0969345484672743,1207.0,1207,1207
la16,10,10,1100,1.164021164021164,945.0,945,945
la17,10,10,927,1.1823979591836735,784.0,784,784
la18,10,10,947,1.116745283018868,848.0,848,848
la19,10,10,921,1.0938242280285035,842.0,842,842
la20,10,10,989,1.0964523281596452,902.0,902,902
la21,15,10,1230,1.1759082217973231,1046.0,1046,1046
la22,15,10,1092,1.1779935275080906,927.0,927,927
la23,15,10,1151,1.1153100775193798,1032.0,1032,1032
la24,15,10,1060,1.1336898395721926,935.0,935,935
la25,15,10,1153,1.18014329580348,977.0,977,977
la26,20,10,1318,1.0821018062397372,1218.0,1218,1218
la27,20,10,1426,1.1546558704453442,1235.0,1235,1235
la28,20,10,1431,1.1768092105263157,1216.0,1216,1216
la29,20,10,1420,1.2326388888888888,1152.0,1152,1152
la30,20,10,1510,1.1143911439114391,1355.0,1355,1355
la31,30,10,1926,1.0795964125560538,1784.0,1784,1784
la32,30,10,1883,1.0178378378378379,1850.0,1850,1850
la33,30,10,1729,1.0058173356602675,1719.0,1719,1719
la34,30,10,1803,1.0476467170249855,1721.0,1721,1721
la35,30,10,2074,1.0985169491525424,1888.0,1888,1888
la36,15,15,1457,1.1490536277602523,1268.0,1268,1268
la37,15,15,1618,1.1581961345740874,1397.0,1397,1397
la38,15,15,1422,1.1889632107023411,1196.0,1196,1196
la39,15,15,1427,1.1573398215733983,1233.0,1233,1233
la40,15,15,1398,1.1440261865793782,1222.0,1222,1222
orb01,10,10,1316,1.242681775259679,1059.0,1059,1059
orb02,10,10,1011,1.1385135135135136,888.0,888,888
orb03,10,10,1195,1.1890547263681592,1005.0,1005,1005
orb04,10,10,1168,1.1621890547263682,1005.0,1005,1005
orb05,10,10,1070,1.2063134160090192,887.0,887,887
orb06,10,10,1219,1.206930693069307,1010.0,1010,1010
orb07,10,10,472,1.1889168765743072,397.0,397,397
orb08,10,10,1088,1.2102335928809789,899.0,899,899
orb09,10,10,1089,1.1659528907922911,934.0,934,934
orb10,10,10,1163,1.2319915254237288,944.0,944,944
swv01,20,10,1827,1.2985074626865671,1407.0,1407,1407
swv02,20,10,1937,1.3132203389830508,1475.0,1475,1475
swv03,20,10,1768,1.2646638054363377,1398.0,1398,1398
swv04,20,10,1913,1.3066939890710383,1464.0,1464,1464
swv05,20,10,1825,1.2816011235955056,1424.0,1424,1424
swv06,20,15,2125,1.2874886398061194,,1671,1630
swv07,20,15,2000,1.287415513356936,,1594,1513
swv08,20,15,2223,1.2988606485539,,1752,1671
swv09,20,15,2037,1.239051094890511,,1655,1633
swv10,20,15,2052,1.2049324721080445,,1743,1663
swv11,50,10,3930,1.3174656386188401,2983.0,2983,2983
swv12,50,10,4138,1.391158177845016,,2977,2972
swv13,50,10,4188,1.3492268041237114,3104.0,3104,3104
swv14,50,10,3989,1.3440026954177897,2968.0,2968,2968
swv15,50,10,4015,1.391681109185442,2885.0,2885,2885
swv16,50,10,2924,1.0,2924.0,2924,2924
swv17,50,10,2794,1.0,2794.0,2794,2794
swv18,50,10,2852,1.0,2852.0,2852,2852
swv19,50,10,2944,1.0355258529722124,2843.0,2843,2843
swv20,50,10,2857,1.0120439249025859,2823.0,2823,2823
yn1,20,20,1216,1.3755656108597285,884.0,884,884
yn2,20,20,1164,1.3122886133032694,,904,870
yn3,20,20,1041,1.1890348372358652,,892,859
yn4,20,20,1166,1.2293094359515024,,968,929
ta01,15,15,1406,1.1421608448415923,1231.0,1231,1231
ta02,15,15,1432,1.1511254019292605,1244.0,1244,1244
ta03,15,15,1403,1.151888341543514,1218.0,1218,1218
ta04,15,15,1362,1.1591489361702128,1175.0,1175,1175
ta05,15,15,1444,1.1797385620915033,1224.0,1224,1224
ta06,15,15,1508,1.2180936995153473,1238.0,1238,1238
ta07,15,15,1391,1.1336593317033414,1227.0,1227,1227
ta08,15,15,1418,1.1651602300739523,1217.0,1217,1217
ta09,15,15,1530,1.2009419152276295,1274.0,1274,1274
ta10,15,15,1487,1.1982272360999193,1241.0,1241,1241
ta11,20,15,1658,1.2218128224023581,1357.0,1357,1357
ta12,20,15,1614,1.180687637161668,1367.0,1367,1367
ta13,20,15,1751,1.304769001490313,1342.0,1342,1342
ta14,20,15,1603,1.1918215613382899,1345.0,1345,1345
ta15,20,15,1682,1.2561613144137416,1339.0,1339,1339
ta16,20,15,1615,1.1875,1360.0,1360,1360
ta17,20,15,1759,1.2031463748290014,1462.0,1462,1462
ta18,20,15,1683,1.2138478182473855,,1396,1377
ta19,20,15,1527,1.1463963963963963,1332.0,1332,1332
ta20,20,15,1681,1.247032640949555,1348.0,1348,1348
ta21,20,20,2144,1.3057247259439708,1642.0,1642,1642
ta22,20,20,2006,1.2692186017083202,,1600,1561
ta23,20,20,2043,1.3287804878048781,,1557,1518
ta24,20,20,1953,1.187956204379562,1644.0,1644,1644
ta25,20,20,2105,1.3352362829051696,,1595,1558
ta26,20,20,2050,1.2677798392084105,,1643,1591
ta27,20,20,1985,1.1914765906362546,,1680,1652
ta28,20,20,1963,1.2245789145352464,1603.0,1603,1603
ta29,20,20,2209,1.381488430268918,,1625,1573
ta30,20,20,1914,1.233644859813084,,1584,1519
ta31,30,15,2131,1.2080498866213152,1764.0,1764,1764
ta32,30,15,2254,1.2670039347948285,,1784,1774
ta33,30,15,2259,1.2659008125525357,,1791,1778
ta34,30,15,2127,1.1632485643970467,,1829,1828
ta35,30,15,2226,1.109118086696562,2007.0,2007,2007
ta36,30,15,2264,1.2446399120395821,1819.0,1819,1819
ta37,30,15,2105,1.1885940146809713,1771.0,1771,1771
ta38,30,15,2004,1.1978481769276748,1673.0,1673,1673
ta39,30,15,2208,1.23008356545961,1795.0,1795,1795
ta40,30,15,2011,1.21144578313253,,1669,1651
ta41,30,20,2514,1.2856047046791101,,2005,1906
ta42,30,20,2625,1.3739858675739336,,1937,1884
ta43,30,20,2459,1.3455540355677154,,1846,1809
