instance_name,num_jobs,num_machines,makespan,optimality_gap,optimum,upper_bound,lower_bound
abz5,10,10,1334,1.0810372771474879,1234.0,1234,1234
abz6,10,10,980,1.039236479321315,943.0,943,943
abz7,20,15,754,1.149390243902439,656.0,656,656
abz8,20,15,791,1.2076335877862596,,665,645
abz9,20,15,849,1.252212389380531,678.0,678,678
ft06,6,6,59,1.0727272727272728,55.0,55,55
ft10,10,10,1123,1.20752688172043,930.0,930,930
ft20,20,5,1469,1.2609442060085836,1165.0,1165,1165
la01,10,5,666,1.0,666.0,666,666
la02,10,5,790,1.2061068702290076,655.0,655,655
la03,10,5,702,1.1758793969849246,597.0,597,597
la04,10,5,702,1.1898305084745762,590.0,590,590
la05,10,5,593,1.0,593.0,593,593
la06,15,5,926,1.0,926.0,926,926
la07,15,5,961,1.0797752808988763,890.0,890,890
la08,15,5,881,1.0208574739281575,863.0,863,863
la09,15,5,951,1.0,951.0,951,951
la10,15,5,958,1.0,958.0,958,958
la11,20,5,1228,1.004909983633388,1222.0,1222,1222
la12,20,5,1066,1.0259865255052936,1039.0,1039,1039
la13,20,5,1150,1.0,1150.0,1150,1150
la14,20,5,1292,1.0,1292.0,1292,1292
la15,20,5,1390,1.151615575807788,1207.0,1207,1207
la16,10,10,1099,1.162962962962963,945.0,945,945
la17,10,10,860,1.096938775510204,784.0,784,784
la18,10,10,1003,1.1827830188679245,848.0,848,848
la19,10,10,1095,1.3004750593824228,842.0,842,842
la20,10,10,989,1.0964523281596452,902.0,902,902
la21,15,10,1219,1.1653919694072659,1046.0,1046,1046
la22,15,10,1088,1.1736785329018338,927.0,927,927
la23,15,10,1175,1.1385658914728682,1032.0,1032,1032
la24,15,10,1093,1.1689839572192513,935.0,935,935
la25,15,10,1142,1.1688843398157625,977.0,977,977
la26,20,10,1382,1.1346469622331692,1218.0,1218,1218
la27,20,10,1460,1.1821862348178138,1235.0,1235,1235
la28,20,10,1434,1.1792763157894737,1216.0,1216,1216
la29,20,10,1323,1.1484375,1152.0,1152,1152
la30,20,10,1490,1.099630996309963,1355.0,1355,1355
la31,30,10,1905,1.0678251121076232,1784.0,1784,1784
la32,30,10,1850,1.0,1850.0,1850,1850
la33,30,10,1755,1.0209424083769634,1719.0,1719,1719
la34,30,10,1832,1.0644973852411388,1721.0,1721,1721
la35,30,10,1937,1.0259533898305084,1888.0,1888,1888
la36,15,15,1470,1.1593059936908516,1268.0,1268,1268
la37,15,15,1614,1.1553328561202576,1397.0,1397,1397
la38,15,15,1431,1.1964882943143813,1196.0,1196,1196
la39,15,15,1457,1.1816707218167073,1233.0,1233,1233
la40,15,15,1378,1.127659574468085,1222.0,1222,1222
orb01,10,10,1252,1.182247403210576,1059.0,1059,1059
orb02,10,10,983,1.106981981981982,888.0,888,888
orb03,10,10,1290,1.2835820895522387,1005.0,1005,1005
orb04,10,10,1171,1.1651741293532338,1005.0,1005,1005
orb05,10,10,1069,1.2051860202931228,887.0,887,887
orb06,10,10,1284,1.2712871287128713,1010.0,1010,1010
orb07,10,10,465,1.1712846347607053,397.0,397,397
orb08,10,10,1070,1.1902113459399333,899.0,899,899
orb09,10,10,1099,1.176659528907923,934.0,934,934
orb10,10,10,1154,1.222457627118644,944.0,944,944
swv01,20,10,2025,1.439232409381663,1407.0,1407,1407
swv02,20,10,1901,1.288813559322034,1475.0,1475,1475
swv03,20,10,1829,1.3082975679542204,1398.0,1398,1398
swv04,20,10,1931,1.3189890710382515,1464.0,1464,1464
swv05,20,10,1835,1.288623595505618,1424.0,1424,1424
swv06,20,15,2196,1.3305059073008179,,1671,1630
swv07,20,15,1988,1.2796910202767944,,1594,1513
swv08,20,15,2354,1.3754016944200993,,1752,1671
swv09,20,15,2128,1.294403892944039,,1655,1633
swv10,20,15,2187,1.2842043452730476,,1743,1663
swv11,50,10,4166,1.3965806235333558,2983.0,2983,2983
swv12,50,10,4122,1.3857791225416036,,2977,2972
swv13,50,10,4264,1.3737113402061856,3104.0,3104,3104
swv14,50,10,3979,1.340633423180593,2968.0,2968,2968
swv15,50,10,4124,1.42946273830156,2885.0,2885,2885
