instance_name,num_jobs,num_machines,makespan,optimality_gap,optimum,upper_bound,lower_bound
abz5,10,10,1366,1.106969205834684,1234.0,1234,1234
abz6,10,10,982,1.0413573700954402,943.0,943,943
abz7,20,15,759,1.1570121951219512,656.0,656,656
abz8,20,15,803,1.2259541984732825,,665,645
abz9,20,15,808,1.191740412979351,678.0,678,678
ft06,6,6,60,1.0909090909090908,55.0,55,55
ft10,10,10,1061,1.1408602150537634,930.0,930,930
ft20,20,5,1339,1.1493562231759658,1165.0,1165,1165
la01,10,5,695,1.0435435435435436,666.0,666,666
la02,10,5,784,1.1969465648854962,655.0,655,655
la03,10,5,734,1.2294807370184255,597.0,597,597
la04,10,5,692,1.1728813559322033,590.0,590,590
la05,10,5,593,1.0,593.0,593,593
la06,15,5,926,1.0,926.0,926,926
la07,15,5,988,1.1101123595505618,890.0,890,890
la08,15,5,980,1.1355735805330243,863.0,863,863
la09,15,5,951,1.0,951.0,951,951
la10,15,5,958,1.0,958.0,958,958
la11,20,5,1238,1.0130932896890343,1222.0,1222,1222
la12,20,5,1039,1.0,1039.0,1039,1039
la13,20,5,1150,1.0,1150.0,1150,1150
la14,20,5,1292,1.0,1292.0,1292,1292
la15,20,5,1364,1.1300745650372825,1207.0,1207,1207
la16,10,10,1079,1.1417989417989418,945.0,945,945
la17,10,10,826,1.0535714285714286,784.0,784,784
la18,10,10,947,1.116745283018868,848.0,848,848
la19,10,10,969,1.1508313539192399,842.0,842,842
la20,10,10,972,1.0776053215077606,902.0,902,902
la21,15,10,1193,1.1405353728489485,1046.0,1046,1046
la22,15,10,1038,1.1197411003236246,927.0,927,927
la23,15,10,1102,1.067829457364341,1032.0,1032,1032
la24,15,10,1060,1.1336898395721926,935.0,935,935
la25,15,10,1130,1.1566018423746163,977.0,977,977
la26,20,10,1376,1.1297208538587848,1218.0,1218,1218
la27,20,10,1499,1.2137651821862347,1235.0,1235,1235
la28,20,10,1486,1.2220394736842106,1216.0,1216,1216
la29,20,10,1322,1.1475694444444444,1152.0,1152,1152
la30,20,10,1401,1.0339483394833948,1355.0,1355,1355
la31,30,10,1919,1.0756726457399104,1784.0,1784,1784
la32,30,10,1921,1.0383783783783784,1850.0,1850,1850
la33,30,10,1719,1.0,1719.0,1719,1719
la34,30,10,1765,1.0255665310865776,1721.0,1721,1721
la35,30,10,1908,1.0105932203389831,1888.0,1888,1888
la36,15,15,1467,1.1569400630914826,1268.0,1268,1268
la37,15,15,1592,1.1395848246241946,1397.0,1397,1397
la38,15,15,1414,1.1822742474916388,1196.0,1196,1196
la39,15,15,1568,1.2716950527169506,1233.0,1233,1233
la40,15,15,1453,1.1890343698854338,1222.0,1222,1222
orb01,10,10,1274,1.2030217186024552,1059.0,1059,1059
orb02,10,10,977,1.1002252252252251,888.0,888,888
orb03,10,10,1168,1.1621890547263682,1005.0,1005,1005
orb04,10,10,1151,1.1452736318407961,1005.0,1005,1005
orb05,10,10,1052,1.186020293122886,887.0,887,887
orb06,10,10,1294,1.2811881188118812,1010.0,1010,1010
orb07,10,10,474,1.1939546599496222,397.0,397,397
orb08,10,10,1112,1.2369299221357064,899.0,899,899
orb09,10,10,1091,1.1680942184154175,934.0,934,934
orb10,10,10,1088,1.152542372881356,944.0,944,944
swv01,20,10,1693,1.203269367448472,1407.0,1407,1407
swv02,20,10,1827,1.2386440677966102,1475.0,1475,1475
swv03,20,10,1774,1.2689556509298998,1398.0,1398,1398
swv04,20,10,1920,1.3114754098360655,1464.0,1464,1464
swv05,20,10,1776,1.247191011235955,1424.0,1424,1424
swv06,20,15,2184,1.323235383217207,,1671,1630
swv07,20,15,1941,1.2494367557129062,,1594,1513
swv08,20,15,2242,1.3099620216184633,,1752,1671
swv09,20,15,2105,1.2804136253041363,,1655,1633
swv10,20,15,2153,1.2642395772166763,,1743,1663
swv11,50,10,3826,1.282601407978545,2983.0,2983,2983
swv12,50,10,3882,1.3050932929904187,,2977,2972
swv13,50,10,4028,1.297680412371134,3104.0,3104,3104
swv14,50,10,3922,1.3214285714285714,2968.0,2968,2968
swv15,50,10,3852,1.3351819757365684,2885.0,2885,2885
swv16,50,10,2924,1.0,2924.0,2924,2924
swv17,50,10,2794,1.0,2794.0,2794,2794
swv18,50,10,2852,1.0,2852.0,2852,2852
swv19,50,10,2940,1.0341188884980654,2843.0,2843,2843
swv20,50,10,2823,1.0,2823.0,2823,2823
yn1,20,20,1001,1.1323529411764706,884.0,884,884
yn2,20,20,1061,1.1961668545659527,,904,870
yn3,20,20,1069,1.2210165619645916,,892,859
yn4,20,20,1134,1.1955719557195572,,968,929
ta01,15,15,1469,1.1933387489845655,1231.0,1231,1231
ta02,15,15,1358,1.0916398713826367,1244.0,1244,1244
ta03,15,15,1384,1.1362889983579638,1218.0,1218,1218
ta04,15,15,1316,1.12,1175.0,1175,1175
ta05,15,15,1393,1.1380718954248366,1224.0,1224,1224
ta06,15,15,1350,1.0904684975767367,1238.0,1238,1238
ta07,15,15,1412,1.1507742461287693,1227.0,1227,1227
ta08,15,15,1377,1.131470829909614,1217.0,1217,1217
ta09,15,15,1526,1.1978021978021978,1274.0,1274,1274
ta10,15,15,1491,1.201450443190975,1241.0,1241,1241
ta11,20,15,1565,1.1532792925571114,1357.0,1357,1357
ta12,20,15,1627,1.1901975128017557,1367.0,1367,1367
ta13,20,15,1615,1.2034277198211625,1342.0,1342,1342
ta14,20,15,1538,1.1434944237918216,1345.0,1345,1345
ta15,20,15,1628,1.215832710978342,1339.0,1339,1339
ta16,20,15,1582,1.1632352941176471,1360.0,1360,1360
ta17,20,15,1708,1.1682626538987688,1462.0,1462,1462
ta18,20,15,1647,1.1878831590335377,,1396,1377
ta19,20,15,1546,1.1606606606606606,1332.0,1332,1332
ta20,20,15,1586,1.1765578635014837,1348.0,1348,1348
ta21,20,20,1982,1.2070645554202193,1642.0,1642,1642
ta22,20,20,1863,1.1787409047769692,,1600,1561
ta23,20,20,1904,1.2383739837398373,,1557,1518
ta24,20,20,1909,1.1611922141119222,1644.0,1644,1644
ta25,20,20,1808,1.1468442752933714,,1595,1558
ta26,20,20,1944,1.202226345083488,,1643,1591
ta27,20,20,1924,1.1548619447779112,,1680,1652
ta28,20,20,1901,1.1859014348097316,1603.0,1603,1603
ta29,20,20,1831,1.1450906816760476,,1625,1573
ta30,20,20,1929,1.2433129229777635,,1584,1519
ta31,30,15,2082,1.1802721088435375,1764.0,1764,1764
ta32,30,15,2154,1.2107925801011805,,1784,1774
ta33,30,15,2251,1.261417764079574,,1791,1778
ta34,30,15,2107,1.152310637134263,,1829,1828
ta35,30,15,2254,1.1230692575984056,2007.0,2007,2007
ta36,30,15,2196,1.2072567344694887,1819.0,1819,1819
ta37,30,15,2122,1.1981931112365896,1771.0,1771,1771
ta38,30,15,1966,1.1751344889420203,1673.0,1673,1673
ta39,30,15,2079,1.158217270194986,1795.0,1795,1795
ta40,30,15,2058,1.2397590361445783,,1669,1651
ta41,30,20,2469,1.2625926872922526,,2005,1906
ta42,30,20,2296,1.2017796388380004,,1937,1884
ta43,30,20,2244,1.2279069767441861,,1846,1809
ta44,30,20,2318,1.1805449452508276,,1979,1948
ta45,30,20,2280,1.1408556417312985,,2000,1997
ta46,30,20,2471,1.247664731128503,,2004,1957
ta47,30,20,2222,1.2023809523809523,,1889,1807
ta48,30,20,2403,1.2486360093530786,,1937,1912
ta49,30,20,2383,1.2223647088997178,,1968,1931
ta50,30,20,2375,1.264643237486688,,1923,1833
ta51,50,15,3386,1.2268115942028985,2760.0,2760,2760
ta52,50,15,3111,1.1288098693759072,2756.0,2756,2756
ta53,50,15,2949,1.0853882959146117,2717.0,2717,2717
ta54,50,15,2940,1.0355759070095103,2839.0,2839,2839
ta55,50,15,3100,1.1571481896229936,2679.0,2679,2679
ta56,50,15,3114,1.1197411003236246,2781.0,2781,2781
ta57,50,15,3190,1.0839279646619095,2943.0,2943,2943
ta58,50,15,3303,1.1448873483535529,2885.0,2885,2885
ta59,50,15,3050,1.1487758945386064,2655.0,2655,2655
ta60,50,15,3116,1.1443261109070877,2723.0,2723,2723
ta61,50,20,3283,1.144700139470014,2868.0,2868,2868
ta62,50,20,3434,1.1969327291739282,2869.0,2869,2869
ta63,50,20,3093,1.1226860254083484,2755.0,2755,2755
ta64,50,20,3031,1.121761658031088,2702.0,2702,2702
ta65,50,20,3142,1.1530275229357798,2725.0,2725,2725
ta66,50,20,3231,1.135676625659051,2845.0,2845,2845
ta67,50,20,3148,1.1143362831858408,2825.0,2825,2825
ta68,50,20,3068,1.1020114942528736,2784.0,2784,2784
ta69,50,20,3404,1.108433734939759,3071.0,3071,3071
ta70,50,20,3427,1.1442404006677795,2995.0,2995,2995
ta71,100,20,5658,1.0355051244509517,5464.0,5464,5464
ta72,100,20,5402,1.042655857942482,5181.0,5181,5181
ta73,100,20,5920,1.0632183908045978,5568.0,5568,5568
ta74,100,20,5438,1.018542798276831,5339.0,5339,5339
ta75,100,20,5788,1.0734421364985163,5392.0,5392,5392
ta76,100,20,5728,1.072257581430176,5342.0,5342,5342
ta77,100,20,5646,1.0386313465783665,5436.0,5436,5436
ta78,100,20,5574,1.0333704115684093,5394.0,5394,5394
ta79,100,20,5437,1.0147443075774543,5358.0,5358,5358
ta80,100,20,5572,1.0750530580744742,5183.0,5183,5183
